Question, Tag
Fill in the blanks Semaphore operations are atomic because they are implemented within the OS _________ ,Semaphore
 Choose the correct alternatives more than one may be correct and write the corresponding letters only At a particular time of computation the value of a counting semaphore is 7  Then 20 P operations and 15 V operations were completed on this semaphore  The resulting value of the semaphore is 42 2 7 12    ,Semaphore
 The wait and signal operations of a monitor are implemented using semaphores as follows In the following x is a condition variable mutex is a semaphore initialized to 1 x_sem is a semaphore initialized to 0 x_count is the number of processes waiting on semaphore x_sem initially 0 next is a semaphore initialized to 0 next_count is the number of processes waiting on semaphore next initially 0 The body of each procedure that is visible outside the monitor is replaced with the following                P mutex body of procedure if next_count gt 0 V next else V mutex Each occurrence of x wait is replaced with the following              x_count x_count 1 if next_count gt 0 V next else V mutex E1 x_count x_count 1 Each occurrence of x signal is replaced with the following                if x_count gt 0 next_count next_count 1 E2 P next next_count next_count 1 For correct implementation of the monitor statements E1 and E2 are respectively P x_sem V next V next P x_sem P next V x_sem P x_sem V x_sem ,Semaphore
The P and V operations on counting semaphores where s is a counting semaphore are defined as follows P s s s 1 If s lt 0 then wait V s s s 1 If s lt 0 then wake up process waiting on s Assume that P_b and V_b the wait and signal operations on binary semaphores are provided Two binary semaphores x_b and y_b are used to implement the semaphore operations P s and V s as follows P s  P_b x_b ext   s s 1 ext   if s lt 0 ext     V_b x_b ext    P_b y_b ext   else V_b x_b V s P_b x_b ext   s s 1 ext   if s lt 0 V_b y_b ext   V_b x_b The initial values of x_b and y_b are respectively 0 and 0 0 and 1 1 and 0 1 and 1 ,Semaphore
Consider a non negative counting semaphore S The operation P S decrements S and V S increments S During an execution 20 P S operations and 12 V S operations are issued in some order The largest initial value of S for which at least one P S operation will remain blocked is _______,Semaphore
 Consider the blocked set semaphore where the signaling process awakens any one of the suspended process i e Wait S  If S gt 0 then S leftarrow S 1 else suspend the execution of this process Signal S  If there are processes that have been suspended on semaphore S then wake any one of them else S leftarrow S 1 Consider the following solution of mutual exclusion problem using blocked set semaphores s 1 cobegin P 1 P 2 P N coend Where the task body P i is begin while true do begin lt non critical section gt Wait S lt critical section gt Signal S end end Here N is the number of concurrent processors Which of the following is true The program fails to achieve mutual exclusion of critical regions The program achieves mutual exclusion but starvation freedom is ensured only for N leq 2 The program does not ensure mutual exclusion if N geq 3 The program achieves mutual exclusion but allows starvation for any N geq 2 The program achieves mutual exclusion and starvation freedom for any N geq 1 ,Semaphore
System calls are usually invoked by using a software interrupt polling an indirect jump a privileged instruction ,System Calls
Consider the following statements with respect to user level threads and kernel supported threads context switch is faster with kernel supported threads for user level threads a system call can block the entire process Kernel supported threads can be scheduled independently User level threads are transparent to the kernel Which of the above statements are true II III  and IV  only II  and III  only I  and III  only I  and II  only ,Threads
Which one of the following is NOT shared by the threads of the same process Stack Address Space File Descriptor Table Message Queue ,Threads
Consider the following statements about user level threads and kernel level threads Which one of the following statements is FALSE Context switch time is longer for kernel level threads than for user level threads User level threads do not need any hardware support Related kernel level threads can be scheduled on different processors in a multi processor system Blocking one kernel level thread blocks all related threads ,Threads
A thread is usually defined as a light weight process because an Operating System OS maintains smaller data structure for a thread than for a process In relation to this which of the following statement is correct OS maintains only scheduling and accounting information for each thread OS maintains only CPU registers for each thread OS does not maintain virtual memory state for each thread OS does not maintain a separate stack for each thread ,Threads
Which one of the following is  FALSE User level threads are not scheduled by the kernel When a user level thread is blocked all other threads of its process are blocked Context switching between user level threads is faster than context switching between kernel level threads Kernel level threads cannot share the code segment ,Threads
Threads of a process share global variables but not heap heap but not global variables neither global variables nor heap both heap and global variables ,Threads
Which of the following is are shared by all the threads in a process Program counter Stack Address space Registers I and II only III only IV only III and IV only ,Threads
 A user level process in Unix traps the signal sent on a Ctrl C input and has a signal handling routine that saves appropriate files before terminating the process When a Ctrl C input is given to this process what is the mode in which the signal handling routine executes User mode Kernel mode Superuser mode Privileged mode ,User Modes
In the working set strategy which of the following is done by the operating system to prevent thrashing It initiates another process if there are enough extra frames It selects a process to suspend if the sum of the sizes of the working sets exceeds the total number of available frames  I only II only Neither I nor II Both I and II ,Working Set
An Abstract Data Type ADT is same as an abstract class a data type that cannot be instantiated a data type for which only the operations defined on it can be used but none else all of the above ,Abstract Data Type
An array A contains n integers in non decreasing order A 1 leq A 2 leq cdots leq A n Describe using Pascal like pseudo code a linear time algorithm to find i j such that A i A j a given integer M if such i j exist ,Arrays
In a compact single dimensional array representation for lower triangular matrices i e all the elements above the diagonal are zero of size n imes n non zero elements i e elements of lower triangle of each row are stored one after another starting from the first row the index of the i j th element of the lower triangular matrix in this new representation is i j i j 1 j 1 frac i i 1 2 i frac j j 1 2  ,Arrays
An array A contains n geq 1 positive integers in the locations A 1 A 2 dots A n The following program fragment prints the length of a shortest sequence of consecutive elements of A A i A i 1 dots A j such that the sum of their values is geq M a given positive number It prints u2018 n 1 u2019 if no such sequence exists Complete the program by filling in the boxes In each case use the simplest possible expression Write only the line number and the contents of the box  begin i 1 j 1 sum u25fb min n finish false while not finish do if u25fb then if j n then finish true else begin j j 1 sum u25fb end else begin if j i lt min then min j i sum sum u2013A i i i 1 end writeln min 1 end ,Arrays
Let A be a two dimensional array declared as follows A array 1 u2026 10 1 u2026 15 of integer Assuming that each integer takes one memory location the array is stored in row major order and the first element of the array is stored at location 100 what is the address of the element A i j 15i j 84 15j i 84 10i j 89 10j i 89  ,Arrays
An n imes n array v is defined as follows v left i j right i j for all i j i leq n 1 leq j leq n The sum of the elements of the array v is 0 n 1 n 2 3n 2 n 2 frac left n 1 right 2  ,Arrays
Suppose you are given arrays p 1 N  and q 1 N both uninitialized that is  each location may contain an arbitrary value and a variable count  initialized to 0 Consider the following procedures set and is _set set i count count 1 q count i p i count is_set i if p i u2264 0 or p i gt count return false if q p i u2260 i return false return true          Suppose we make the following sequence of calls  set 7 set 3 set 9  After these  sequence  of calls what is the  value of count and what do q 1  q 2 q 3 p 7 p 3 and p 9 contain Complete the following statement The first count elements of __________contain values i such that set _________________ has been called Show that if set i has not been called for some i then regardless of what p i contains is _set i will return false   ,Arrays
A program P reads in 500 integers in the range 0 100 representing the scores of 500 students It then  prints the frequency of each score above 50 What would be the best way for P to store the frequencies An array of 50 numbers An array of 100 numbers An array of 500 numbers A dynamically allocated array of 550 numbers ,Arrays
A binary search tree is generated by inserting in order the following integers 50 15 62 5 20 58 91 3 8 37 60 24 The number of nodes in the left subtree and right subtree of the root respectively is 4 7 7 4 8 3 3 8  ,Binary Search Tree
A binary search tree is used to locate the number 43 Which of the following probe sequences are possible and which are not Explain a 61 52 14 17 40 43 b 2 3 50 40 60 43 c 10 65 31 48 37 43 d 81 61 52 14 41 43 e 17 77 27 66 18 43  ,Binary Search Tree
 Insert the following keys one by one into a binary search tree in the order specified      15 32 20 9 3 25 12 1 Show the final binary search tree after the insertions  Draw the binary search tree after deleting 15 from it  Complete the statements S1 S2  and S3 in the following function so that the function computes the depth of a binary tree rooted at t ypedef struct tnode int key struct tnode left right Tree int depth Tree t int x y it t NULL return 0 x depth t gt left S1 ___________ S2 if x gt y return __________ S3 else return _______ ,Binary Search Tree
Suppose the numbers 7 5 1 8 3 6 0 9 4 2 are inserted in that order into an initially empty binary search tree The binary search tree uses the usual ordering on natural numbers What is the in order traversal sequence of the resultant tree 7  5  1 0 3 2 4 6 8 9 0 2  4 3 1 6  5  9  8  7 0 1 2 3 4 5 6 7 8 9 9 8 6 4  2  3 0 1 5 7 ,Binary Search Tree
Let T n be the number of different binary search trees on n distinct elements Then T n sum_ k 1 n T k 1 T x where x is  n k 1 n k n k 1 n k 2 ,Binary Search Tree
A data structure is required for storing a set of integers such that each of the following operations can be done in O log n time where n is the number of elements in the set Deletion of the smallest element Insertion of an element if it is not already present in the set Which of the following data structures can be used for this purpose A heap can be used but not a balanced binary search tree A balanced binary search tree can be used but not a heap Both balanced binary search tree and heap can be used Neither balanced search tree nor heap can be used ,Binary Search Tree
The following numbers are inserted into an empty binary search tree in the given order 10 1 3 5 15 12 16 What is the height of the binary search tree the height is the maximum distance of a leaf node from the root 2 3 4 6  ,Binary Search Tree
State whether the following statements are TRUE or FALSE It is possible to construct a binary tree uniquely whose pre order and post order traversals are given ,Binary Tree
State whether the following statements are TRUE or FALSE If the number of leaves in a tree is not a power of 2 then the tree is not a binary tree ,Binary Tree
Construct a binary tree whose preorder traversal is K L N M P R Q S T and inorder traversal is N L K P R M S Q T ,Binary Tree
If the binary tree in figure is traversed in inorder then the order in which the nodes will be visited is ______ ,Binary Tree
 The weighted external path length of the binary tree in figure is ______ ,Binary Tree
 Consider the binary tree in the figure below  a What structure is represented by the binary tree ,Binary Tree
Consider the binary tree in the figure below Give different steps for deleting the node with key 5 so that the structure is preserved ,Binary Tree
How many edges can there be in a forest with p components having n vertices in all ,Graphs
Let G be the graph with 100 vertices numbered 1 to 100  Two vertices i and j are adjacent  if vert  i j vert  8  or vert  i j vert 12 The  number of connected components in G is 8 4 12 25  ,Graphs
 G is a graph on n vertices and 2n 2 edges The edges of G can be partitioned into two edge disjoint spanning trees Which of the following is NOT true for G For every subset of k vertices the induced subgraph has at most 2k 2 edges The minimum cut in G has at least 2 edges There are at least 2 edge disjoint paths between every pair of vertices There are at least 2 vertex disjoint paths between every pair of vertices ,Graphs
What is the size of the smallest MIS Maximal Independent Set of a chain of nine nodes 5 4 3 2 ,Graphs
Let G V E be a directed graph where V is the set of vertices and E the set of edges Then which one of the following graphs has the same strongly connected components as G G_1 V E_1 where E_1 left u v mid u v otin E right G_2 V E_2 where E_2 left u v mid v u in E right G_3 V E_3 where E_3 u v mid there is a path of length leq2 from u to v in E G_4 V_4 E where V_4 is the set of vertices in G which are not isolated ,Graphs
Consider the weighted undirected graph with 4 vertices where the weight of edge i j is given by the entry W_ ij in the matrix W      W begin bmatrix 0 amp 2 amp 8 amp 5 2 amp 0 amp 5 amp 8 8 amp 5 amp 0 amp x 5 amp 8 amp x amp 0 end bmatrix The largest possible integer value of x for which at least one shortest path between some pair of vertices will contain the edge with weight x is ___________,Graphs
A hash table with ten buckets with one slot per bucket is shown in the following figure The symbols S1 to S7 initially entered using a hashing function with linear probing The maximum number of comparisons needed in searching an item that is not present is 4 5 6 3   ,Hashing
 An advantage of chained hash table external hashing over the open addressing scheme is Worst case complexity of search operations is less Space used is less Deletion is easier None of the above  ,Hashing
Insert the characters of the string K R P C S  N Y T J M into a hash table of size 10 Use the hash function h x ord x u2013 ord a 1 mod 10 and linear probing to resolve collisions Which insertions cause collisions Display the final hash table ,Hashing
Consider a hash table with n buckets where external overflow chaining is used to resolve collisions The hash function is such that the probability that a key value is hashed to a particular bucket is frac 1 n The hash table is initially empty and K distinct values are inserted in the table What is the probability that bucket number 1 is empty after the K th insertion What is the probability that no collision has occurred in any of the K insertions What is the probability that the first collision occurs at the K th insertion ,Hashing
Given the following input 4322 1334 1471 9679 1989 6171 6173 4199 and the hash function x mod 10 which of the following statements are true 9679 1989 4199 hash to the same value 1471 6171 hash to the same value All elements hash to the same value Each element hashes to a different value I only II only I and II only III or IV ,Hashing
A hash table contains 10 buckets and uses linear probing to resolve collisions The key values are integers and the hash function used is key 10 If the values 43 165 62 123 142 are inserted in the table in what location would the key value 142 be inserted 2 3 4 6 ,Hashing
Which of the following statement s is TRUE A hash function takes a message of arbitrary length and generates a fixed length code A hash function takes a message of fixed length and generates a code of variable length A hash function may give the same hash value for distinct messages I only II and III  only I and III  only II  only ,Hashing
An operator delete i for a binary heap data structure is to be designed to delete the item in the i th  node Assume that the heap is implemented in an array and i refers to the i th index of the array If the heap tree has depth d number of edges on the path from the root to the farthest leaf then what is the time complexity to re fix the heap efficiently after the removal of the element  O 1   O d but not O 1   O 2 d  but not O d   O d 2 d  but not O 2 d  ,Heap
The minimum number of interchanges needed to convert the array into a max heap is 89 19 40 17 12 10 2 5 7 11 6 9 70 0 1 2 3 ,Heap
 In binary tree a full node is defined to be a node with 2 children Use induction on the height of the binary tree to prove that the number of full nodes plus one is equal to the number of leaves Draw the min heap that results from insertion of the following elements in order into an initially empty min heap 7 6 5 4 3 2 1 Show the result after the deletion of the root of this heap  ,Heap
Consider any array representation of an n element binary heap where the elements are stored from index 1 to index n of the array For the element stored at index i of the array i leq n the index of the parent is i 1 lfloor frac i 2 rfloor lceil frac i 2 rceil frac i 1 2 ,Heap
In a min heap with n elements with the smallest element at the root the 7 th  smallest element can be found in time Theta n log n Theta n Theta log n Theta 1 ,Heap
The elements 32 15 20 30 12 25 16 are inserted one by one in the given order into a maxHeap The resultant maxHeap is   ,Heap
An array of integers of size n can be converted into a heap by adjusting the heaps rooted at each internal node of the complete binary tree starting at the node left lfloor  n 1 2 right rfloor and doing this adjustment up to the root node root node is at index 0 in the order left lfloor  n 1 2 right rfloor left lfloor  n 3 2 right rfloor 0 The time required to construct a heap in this manner is O log n O n O n log log n O n log n ,Heap
In a circular linked list oraganisation insertion of a record involves modification of One pointer Two pointers Multiple pointers No pointer ,Linked Lists
Linked lists are not suitable data structures for which one of the following problems Insertion sort Binary search Radix sort Polynomial manipulation  ,Linked Lists
Which of the following statements is true As the number of entries in a hash table increases the number of collisions increases Recursive programs are efficient The worst case complexity for Quicksort is O n 2 Binary search using a linear linked list is efficient I and II II and III I and IV I and III ,Linked Lists
Consider the following piece of  C code fragment that removes duplicates from an ordered list of integers Node remove duplicates Node head int j Node t1 t2 j 0 t1 head if t1 NULL t2 t1 gt next else return head j 1 if t2 NULL return head while t2 NULL if t1 val t2 val gt S1 j t1 gt next t2 t1 t2 gt S2 t2 t2 gt next t1 gt next NULL return head Assume the list contains n elements n geq 2 in the following questions How many times is the comparison in statement S1 made What is the minimum and the maximum number of times statements marked S2 get executed What is the significance of the value in the integer pointed to by j when the function completes ,Linked Lists
The concatenation of two lists is to be performed on O 1 time Which of the following implementations of a list should be used Singly linked list Doubly linked list Circular doubly linked list Array implementation of list ,Linked Lists
 Let p be a pointer as shown in the figure in a single linked list                                  What do the following assignment statements achieve  q p gt next p gt next q gt next q gt next q gt next gt next p gt next gt next q  ,Linked Lists
Write a constant time algorithm to insert a node with data D just before the node with address p of a singly linked list ,Linked Lists
A priority queue Q  is used to implement a stack that stores characters PUSH C is implemented as INSERT Q C K where K is an appropriate integer key chosen by the implementation POP is implemented as DELETEMIN Q For a sequence of operations the keys chosen are in non increasing order non decreasing order strictly increasing order strictly decreasing order ,Priority Queue
A queue is implemented using an array such that ENQUEUE and DEQUEUE operations are performed efficiently Which one of the following statements is CORRECT n refers to the number of items in the queue Both operations can be performed in O 1 time At most one operation can be performed in O 1 time but the worst case time for the operation will be Omega n The worst case time complexity for both operations will be Omega n Worst case time complexity for both operations will be Omega log n ,Queues
Let Q denote a queue containing sixteen numbers and S be an empty stack Head Q returns the element at the head of the queue Q without removing it from Q Similarly Top S returns the element at the top of S without removing it from S Consider the algorithm given below while Q is not Empty do if S is Empty OR Top S u2264 Head Q then  x Dequeue Q  Push S x else  x Pop S  Enqueue Q x end end The maximum possible number of iterations of the while loop in the algorithm is _______   ,Queues
Suggest a data structure for representing a subset S of integers from 1 to n Following operations on the set S are to be performed in constant time independent of cardinality of S i MEMBER X Check whether X is in the set S or not ii FIND ONE S If S is not empty return one element of the set S any arbitrary element will do iii ADD X Add integer X to set S iv DELETE X Delete integer X from S  Give pictorial examples of your data structure Give routines for these operations in an English like language You may assume that the data structure has been suitable initialized Clearly state your assumptions regarding initialization   ,Queues
A queue Q containing n items and an empty stack S are given It is required to transfer all the items from the queue to the stack so that the item at the front of queue is on the TOP of the stack and the order of all other items are preserved Show how this can be done in O n time using only a constant amount of additional storage Note that the only operations which can be performed on the queue and stack are Delete Insert Push and Pop Do not assume any implementation of the queue or stack ,Queues
Consider the following statements First in first out types of computations are efficiently supported by STACKS Implementing LISTS on linked lists is more efficient than implementing LISTS on an array for almost all the basic LIST operations Implementing QUEUES on a circular array is more efficient than implementing QUEUES on a linear array with two indices Last in first out type of computations are efficiently supported by QUEUES   ii and iii are true i and ii are true iii and iv are true ii and iv are true  ,Queues
What is the minimum number of stacks of size n required to implement a queue of size n One Two Three Four ,Queues
An implementation of a queue Q using two stacks S1 and S2 is given below  void insert Q x push S1 x void delete Q if stack empty S2 then if stack empty S1 then print u201cQ is empty u201d return else while stack empty S1 x pop S1 push S2 x x pop S2 let n insert  and  m leq n delete  operations be performed in an arbitrary order on an empty queue Q Let x  and y   be the number of push  and pop  operations   performed respectively in the process Which one of the following is true for all m  and n n m leq x lt 2n  and  2m leq y leq n m n m leq x lt 2n  and  2m leq y leq 2n 2m leq x lt 2n  and  2m leq y leq n m 2m leq x lt 2n  and  2m leq y leq 2n ,Queues
Choose the correct alternatives more than one may be correct and write the corresponding letters only  The following sequence of operations is performed on a stack PUSH  10 PUSH 20 POP PUSH 10 PUSH 20 POP POP POP PUSH 20 POP The sequence of values popped out is 20 10 20 10 20 20 20 10 10 20 10 20 20 10 20 20 20 10 20 10 ,Stack
Which of the following permutations can be obtained in the output in the same order using a stack assuming that the input is the sequence ext 1 2 3 4 5 in that order ext 3 4 5 1 2 ext 3 4 5 2 1 ext 1 5 2 3 4 ext 5 4 3 1 2 ,Stack
The postfix expression for the infix expression A B C D F D E is AB CD F D E ABCD F DE A B CD F DE A BCD F DE  ,Stack
Suppose a stack implementation supports in addition to PUSH and POP an  operation REVERSE which reverses the order of the elements on the stack To implement a queue using the above stack implementation show how to  implement  ENQUEUE  using a single operation and DEQUEUE  using a  sequence of 3 operations The following post fix expression  containing  single digit operands and  arithmetic operators and is evaluated using a stack  5 2 3 4 5 2 Show the contents of the stack After evaluating 5 2 3  4 After evaluating 5 2 3 4 5 2 At the end of evaluation ,Stack
Let S be a stack of size n geq1 Starting with the empty stack suppose we push the first n natural numbers in sequence and then perform n  pop operations Assume that Push and Pop operations take X  seconds each and Y  seconds elapse between the end of one such stack operation and the start of the next operation For m  geq1 define the stack life of m  as the time elapsed from the end of Push m to the start of the pop operation that removes m  from S The average stack life of an element of this stack is n X Y 3Y 2X n X Y X Y 2X ,Stack
A single array A 1 MAXSIZE is used to implement two stacks The two stacks grow from opposite ends of the array Variables top1 and top2 top lt top 2 point to the location of the topmost element in each of the stacks If the space is to be used efficiently the condition for u201cstack full u201d is top1 MAXSIZE 2 and top2 MAXSIZE 2 1 top1 top2 MAXSIZE top1 MAXSIZE 2 or top2 MAXSIZE top1 top2 1 ,Stack
Assume that the operators imes are left associative and hat is right associative The order of precedence from highest to lowest is hat imes The postfix expression corresponding to the infix expression a b imes  c d hat e hat f is abc imes def hat hat abc imes de hat f hat ab c imes  d e hat f hat a imes  bc hat hat def  ,Stack
Aliasing in the context of programming languages refers to multiple variables having the same memory location multiple variables having the same value multiple variables having the same identifier multiple uses of the same variable ,Aliasing
An unrestricted use of the goto statement is harmful because it makes it more difficult to verify programs it increases  the running time of the programs it increases the memory required for the programs it results in the compiler generating longer machine code  ,Goto
 Consider the following PASCAL program segment if i mod 2 0 then while i gt 0 do begin i i div 2 if i mod 2 lt gt 0 then i i 1 else i i ndash 2 end An appropriate loop invariant for the while loop is ________  ,Loop Invariants
Consider the following program fragment for reversing the digits in a given integer to obtain a new integer Let n d_1 d_2 ldots d_m int n rev rev 0 while n gt 0 rev rev 10 n 10 n n 10 The loop invariant condition at the end of the i th iteration is n d_1 d_2 ldots d_ m i qquad mathbf and qquad ext rev d_m d_ m 1 ldots d_ m i 1 n d_ m i 1 ldots d_ m 1 d_m  qquad mathbf or qquad  ext rev d_ m i ldots d_2 d_1 n eq ext rev n d_1 d_2 ldots d_m  qquad mathbf or qquad  ext rev d_m ldots d_2 d_1 ,Loop Invariants
Consider the following pseudo code where x and y are positive integers begin q 0 r x while r u2265 y do begin r r y q q 1 end end The post condition that needs to be satisfied after the program terminates is r qx y  wedge  r lt y x qy  r  wedge r lt y y qx r  wedge 0 lt r lt y q 1 lt r y  wedge y gt 0  ,Loop Invariants
The following function computes X Y for positive integers X and Y int exp int X int Y  int res 1 a X b Y   while b 0  if b 2 0 a a a b b 2  else res res a b b 1 return res Which one of the following conditions is TRUE before every iteration of the loop X Y a b res a Y res X b X Y res a b X Y res a b   ,Loop Invariants
Consider the C program fragment below which is meant to divide x by y using repeated subtractions The variables x y q and r are all unsigned int while r gt y r r y q q 1 Which of the following conditions on the variables x y q and r before the execution of the fragment will ensure that the loop terminated in a state satisfying the condition x y q r q r amp amp r 0 x gt 0 amp amp  r x amp amp y gt 0 q 0 amp amp r x amp amp y gt 0 q 0 amp amp y gt 0  ,Loop Invariants
Consider the following program for summing the entries of the array b array 0 N 1 of integers where N is a positive integer The symbol lt gt denotes not equal to var i s integer Program i 0 s 0 while i lt gt N do s s b i i i 1 od Which of the following gives the invariant that holds at the beginning of each loop that is each time the program arrives at point s sum limits N _ j 0 b j amp 0 leq i leq N s sum limits i 1 _ j 0 b j amp 0 leq i lt N s sum limits i _ j 0 b j amp 0 lt i leq N s sum limits N _ j 1 b j amp 0 leq  i lt N s sum limits i 1 _ j 0 b j amp 0 leq  i leq N  ,Loop Invariants
Consider the program where a b are integers with b gt 0 x a y b z 0 while y gt 0 do if odd x then z z x y y 1 else y y 2 x 2 x fi Invariant of the loop is a condition which is true before and after every iteration of the loop In the above program the loop invariant is given by        0 leq y and z x y a b Which of the following is true of the program The program will not terminate for some values of a b The program will terminate with z 2 b The program will terminate with z a b The program will not terminate for some values of a b but when it does terminate the condition z a b will hold The program will terminate with z a b ,Loop Invariants
Given the programming constructs assignment for loops where the loop parameter cannot be changed within the loop if then else forward go to arbitrary go to non recursive procedure call recursive procedure function call repeat loop which constructs will you not include in a programming language such that it should be possible to program the terminates i e halting function in the same programming language ii iii iv v vii viii vi vii viii iii vii viii  ,Programming Constructs
The goal of structured programming is to  have well indented programs be able to infer the flow of control from the compiled code be able to infer the flow of control from the program text avoid the use of GOTO statements ,Programming Paradigms
Choose the best matching between the programming styles in Group 1 and their characteristics in Group 2 Group 1 Group 2 P Functional Q Logic R Object oriented S Imperative 1 Common based procedural 2 Imperative abstract data types 3 Side effect free declarative expression evaluations 4 Declarative clausal representation theorem proving P 2 Q 3 R 4 S 1 P 4 Q 3 R 2 S 1 P 3 Q 4  R 1  S 2 P 3  Q 4  R 2 S 1 ,Programming Paradigms
Choose the correct option to fill 1 and 2 so that the program below prints an input string in reverse order Assume that the input string is terminated by a new line character void reverse void int c if 1 reverse 2 main printf Enter text printf reverse printf 1 is  getchar  u2019 setminus  n u2019 2 is getchar c 1 is c getchar u2019 setminus n u2019 2 is getchar c 1 is c u2019 setminus n u2019 2 is putchar c 1 is c getchar u2019 setminus n u2019 2 is putchar c ,Pseudo Code
Which of the following statements is FALSE In statically typed languages each variable in a program has a fixed type In un typed languages values do not have any types In dynamically typed languages variables have no types In all statically typed languages each variable in a program is associated with values of only a single type during the execution of the program ,Type Checking
Context free languages and regular languages are both closed under the operation s of Union Intersection Concatenation Complementation ,Closure Property
Which of the following three statements are true Prove your answer The union of two recursive languages is recursive The language O n mid n ext is a prime is not regular Regular languages are closed under infinite union ,Closure Property
Which of the following is true The complement of a recursive language is recursive The complement of a recursively enumerable language is recursively enumerable The complement of a recursive language is either recursive or recursively enumerable The complement of a context free language is context free ,Closure Property
Let L be a context free language and M a regular language Then the language L u2229 M is always regular never regular always a deterministic context free language always a context free language ,Closure Property
Which of the following statements is are FALSE For every non deterministic Turing machine there exists an equivalent deterministic Turing machine Turing recognizable languages are closed under union and complementation Turing decidable languages are closed under intersection and complementation Turing recognizable languages are closed under union and intersection   1 and 4 only   1 and 3 only   2 only   3 only ,Closure Property
Consider the following types of languages L_ 1 Regular L_ 2 Context free L_ 3 Recursive L_ 4 Recursively enumerable Which of the following is are TRUE bar L_ 3  cup L_ 4 is recursively enumerable bar L_ 2 cup L_ 3 is recursive L  _ 1  cap L_ 2 is context free L_ 1 cup bar L_ 2 is context free  I only I and III only I and IV only I II and III only   ,Closure Property
Let L_1 L_2 be any two context free languages and R be any regular language Then which of the following is are CORRECT L_1 cup L_2 is context free overline L_1 is context free L_1 R is context free L_1 cap L_2 is context free I II and IV only I and III only II and IV only I only ,Closure Property
A context free grammar is ambiguous if The grammar contains useless non terminals It produces more than one parse tree for some sentence Some production has two non terminals side by side on the right hand side None of the above ,Context Free Language
State whether the following statements are TRUE or FALSE The intersection of two CFL s is also a CFL ,Context Free Language
02 Choose the correct alternatives more than one may be correct and write the corresponding letters only xix Context free languages are closed under union closed under complementation closed under intersection closed under Kleene closure   ,Context Free Language
Choose the correct alternatives more than one may be correct and write the corresponding letters only If G is a context free grammar and w is a string of length l in L G how long is a derivation of w in G if G is in Chomsky normal form 2l 2l 1 2l 1 l ,Context Free Language
Which of the following definitions below generate the same language as L where L x ny n ext such that n geq 1 E rightarrow xEy mid xy x y mid x xyy x y  I only I and II II and III II only  ,Context Free Language
If L_1 and L_2 are context free languages and R a regular set one of the languages below is not necessarily a context free language Which one L_1 L_2 L_1 cap L_2 L_1 cap R L_1 cup L_2  ,Context Free Language
Define a context free languages L in 0 1 ext init L u mid uv in  L for some v in 0 1 in other words ext init L is the set of prefixes of L Let L w mid w ext is nonempty and has an equal number of 0 u2019s and 1 u2019s Then ext init L is the set of all binary strings with unequal number of 0 u2019s and 1 u2019s the set of all binary strings including null string the set of all binary strings with exactly one more 0 than the number of 1 u2019s or one more 1 than the number of 0 u2019s None of the above  ,Context Free Language
Given Sigma a b which one of the following sets is not countable a Set of all strings over Sigma b Set of all languages over Sigma c Set of all regular languages over Sigma d Set of all languages over Sigma accepted by Turing machines,Countable Set
Which of the following decision problems are undecidable Given NFAs N_1 and N_2 is L N_1 cap L N_2 Phi Given a CFG G N Sigma P S and a string  x in Sigma does  x in L G Given CFGs  G_1 and G_2 is L G_1 L G_2 Given a TM M is L M Phi  I and IV only II and III only  III and IV only II and IV only ,Decidability
Answer the following questions Which of the following problems are undecidable Membership problem in context free languages Whether a given context free language is regular Whether a finite state automation halts on all inputs Membership problem for type 0 languages ,Decidability
Choose the correct alternatives More than one may be correct It is undecidable whether An arbitrary Turing machine halts after 100 steps A Turing machine prints a specific letter A Turing machine computes the products of two numbers None of the above ,Decidability
Let L be a language over Sigma i e L subseteq Sigma Suppose L satisfies the two conditions given below L is in NP and For every n there is exactly one string of length n that belongs to L    Let L c  be the complement of L over Sigma Show that L c  is also in NP  ,Decidability
Which of the following statements is false The Halting Problem of Turing machines is undecidable Determining whether a context free grammar is ambiguous is undecidable Given two arbitrary context free grammars G_1 and G_2 it is undecidable whether L G_1 L G_2 Given two regular grammars G_1 and G_2 it is undecidable whether L G_1 L G_2  ,Decidability
 Which one of the following is not decidable Given a Turing machine M a string s and an integer k M accepts s within k steps Equivalence of two given Turing machines Language accepted by a given finite state machine is not empty Language generated by a context free grammar is non empty  ,Decidability
Consider the following decision problems P1 Does a given finite state machine accept a given string P2 Does a given context free grammar generate an infinite number of strings Which of the following statements is true Both P1 and P2 are decidable Neither P1 nor P2 is decidable Only P1 is decidable Only P2 is decidable ,Decidability
Indicate whether the following statement is true or false providing a short explanation to substantiate your answers A DFA that has n states and accepts an infinite language must accept at least one string x such that 2n lt x lt 3n where x denotes the length of x ,Finite Automata
Indicate whether the following statement is true or false providing a short explanation to substantiate your answers If a language L is accepted by an NFA with n states then there is a DFA with no more than 2 n states accepting L ,Finite Automata
State whether the following statements are TRUE or FALSE A minimal DFA that is equiavlent to an NDFA with n nodes has always 2 n states ,Finite Automata
Let L be the language of all binary strings in which the third symbol from the right is a 1 Give a non deterministic finite automaton that recognizes L How many states does the minimized equivalent deterministic finite automaton have Justify your answer briefly ,Finite Automata
Draw the state transition of a deterministic finite state automaton which accepts all strings from the alphabet a b such that no string has 3 consecutive occurrences of the letter b ,Finite Automata
State True or False with one line explanation A FSM Finite State Machine can be designed to add two integers of any arbitrary length arbitrary number of digits ,Finite Automata
